reviews,ratings,sentiments
disappointed battery life lost hour le usage heat oneplus boil water heat,4,-1
best android phone ever ask love satisfied battery back last upto hour used continuously camera amazing feature work exactly mentioned charge high speed fingerprint sensor pretty good,4,1
good phone little heavier side battery backup great hrtz screen battery sucker even last full day ok phone nothing special great expecting wow experience flagship spending kb missing missing sure though frosted sliver color look awesome v,4,1
fast screen refresh large display enjoyed camera took holiday pic slow motion came great powerful processor hang far,5,1
continuously restart attached,1,0
great phone budget used oneplus upgrade amazing really fast great playing game like cod battery backup also good cautious playing game eats uo battery playing game high resolution,5,1
soft deliverycamera amazingprocessor best classlook amazingoverall best phone one plus,5,1
excellent mobile camera awasome blue colour look sexy finger print reader need improve little bit comparatively samsung premium mobile,5,1
overall good phone pro camera quality nice battery back good mobile built quality good con noticed finger print reader disabled sometimes need use pattern unlock device wrap charger work sometimes work normal charger take time charge work normal charger,4,1
sound quality good request return product technician called said coming resolve query switch phone switch still error go amazon app n raise complaint hell,2,1
smooth phone lag camera quality good disappointment getting earphone expensive phone speaker good sound quality overall superb definitely worth buy,5,1
pro display charging audio hz sd super fastcons battery drain hr normal usuage worst battery performance battery headphone jack missing,4,-1
phone super fantastic past day facing lag issue whatsapp opening already file complain company phone call customer care service say problem happening oneplus user oneplus tpro said possible thats word,2,1
great iphone userhas great battery life compared iphones hz display smooth battery drain fast itspeakers bestmain problem headphone jack headphone box,4,1
display thing smooth remember upper portion screen suffering green tint issue beware,1,1
battery backup amazing fingerprint reader super quick selfie camera lack one important feature wide angle selfie,5,1
overall performance made forget mm headphone jack phone superfast excellent display camera battery backup also good charging superfast box protective case good,5,1
couple day using phone battery life could better sure since place stay good network probably battery draining soon search network need check outside rest love phone,5,1
awesome phone first time using oneplus iphone user year love camera attached shot super smooth anti lag great audio system dolby excellent display love using week find best phone ever used life thing disappointed headphone jack provide headphone box,5,1
phone awesome display outstanding sound quality superb two speaker dolby atmos front cam disappointed rear camera awesome x zoom clarity missing overall good rear camera battery life draining fast hz refresh rate good gaming experience overall phone good call reception quality superb,5,1
disappointing experience amazon tried replace device way amazon saying talk device customer care saying talk amazon week since made purchase device heating like lava lagging prime function getting hanged whenever unlock,3,-1
camera use gcam app native app good gcam bettersound gooddisplay fluidbattery charging fast battery overall drainsslight heating issue well overall good phone,4,1
phone exceptional however screen cover one plus well one plus pro whichy son still available market causing damage phone screen could avoided oneplus company ensured adequate support market thanks,5,1
continusly connection problem device since day bought vodafone sim card absolutely working well honor x know wrong phone network never stable continuously switch airplane mode otherwise camera clarity battery life overall performance really great,3,1
amazing mobiledisplay amazing battery good sufficient one daycamera quality amazing click sharp photo best market one plus provide mm audio jack else atlest free type c earphone,5,1
many best smartphones came k k price range competitive performance customer go one,4,1
frosted sliver look osum fingerprint reader best ever used thing want say camera osum warp charger work greatit real flagship device never settle,5,1
fully satisfied regret jumping iphone truly flagship camera bump taken care oneplus brand back panel bought separately oneplus site full mark oxygenos smooth superb,5,1
overall great phone current market place problem battery drain fast fast charging plus device able full charge within hour time camera also decent may miss detail zoom hope oneplus fix next software update sound video clarity simply awesome,5,1
fruad platform amazon purchasing alot difference price name th anniversary cheated amazon worst experience,1,-1
facing lot issue flagship phone oneplus defective phone received used oneplus earlier good phone really disappointed oneplus something performance phone considering price flooding market low quality phone,1,-1
insane pure class oneplus best quality display market best quality performance market sound quality also good camera decent battery life also great give hour sot even get started charging speed charger box charge completely hour want smartphone,5,1
hiii oneplus team one month bought oneplus version regularly getting voice issue talking call opposite person unable hear voice clearly getting break voice check mobile sim card network issue please advise suggestion resolve issue,1,-1
go hype phone start heating charging even charge wire also heat battery backup good start draining quiet fast use camera ok great thing good display performance,4,1
satisfied day ordered started getting notification reach safe hand fast delivery product meet expectation camera quality awesome battery life cant say accurate month usage actually special gift someone special amazon one plus made special thank sooo much,5,1
using one month phone amazing performance game section particularly nfc play lagging bit except evening fine,4,1
careful buying device heat alot playing pubg max one hour gameplay recieve notification overheating shutting game battery back also third class,2,-1
awesome camera awesome display awesome speedworth buyingbut thought box give u bluetooth earphone later found meant promotersanyways product awesome beat phone,5,1
battery life worst heavy user due hz display mah want get battery life satisfy hz display shift hz display setting front camera also worst back camera blur normal mode area near edge remaining good day usage,3,-1
oxygen o smooth camera okayish phone charging really quick battery life screen time around hour hz display standby time lesser screen time auto brightness average time set low brightness need manually done hope improve software update,5,1
many people given detailed review point writing long review one plus product best market competitive pricing overall package offer,5,1
got new one plus tbest class killerdesign perfectlycamera awesomeits flagshipfeels goodexcited thanks one plus amazon flagship gadget doorstep,5,1
like hz display average camera super fast android experience drive writing speed ufs good speaker fast charging minute dislike average battery hz setting last full day medium usage use hz headphone jack,5,1
like new feature like night mode data saver etc camera cover wide angle picture also triple lens battery life also good get almost min charge ram gb never lag phone storage gb system storage gb store maximum data,5,1
would like thank amazon fast delivery really love amazon proud member amazon customer phone fast well slim compare model please handle care glass back property little bit silpery wet hand little bit big able handle single hand thanks regard,5,1
hang initial day update working fine apart cam front finger print think much upgrade one plus equally good significant upgrade previous model,2,1
battery life good barely last day screen use hr maybe hz refresh rate draining battery camera good day time without zoom low light come better flash instead nightscape wide angle good natural day light face unlock fingerprint scanner really good feel bit bulky use,3,1
product ossum thanks aot amazon great support lot thing even imagine dream dream came true coz u guy debit emi free credit card balance offer thanks slot love u guy forever never leave amazon say,5,1
hope review would helpful complete package give better performance talk camera e basic mp average nightscape mode totally blurred daytime image quality good hope upcoming update night mode might get better hz refresh rate give immense experience never like,3,1
phone excellent coming smaller phone like moto g plus appreciate going asus rog stable platform like neither update far go gaming play game easily gamer rog much rog favourite phone year,5,1
sure review heard product device probably faulty cause second time take service center issue charging port even day old,1,1
headphone three back cover feeling annoyed received phone usb cable charger demo unboxing mentioned accessory included phone feeling bad,5,-1
premium product great feature favorite stereo speaker zen mode fast charging htz display look,5,1
excellently recieved prompt delivery totally hassle free product amazing upto mark problem wtsoever pro blazing fast awesome camera ultra fast charge full charge le min con battery phone shud mah last one full day average use depletes quickly gaming go guy,5,1
greater one loved everything fine except battery life bad might mhz mean better bye,5,1
batter life phenomenal phone last almost hour without using gps kind customisation phone offer also great pretty fast smooth phone warp charge also great full charge min overall great buy,5,1
battery draining soon compared pro still feature available dark theme good android camera soo good processor working phone hang sometimes fingerprint working well biggest thing ii battery suck bro hertz,4,1
using one plus beforehand one plus technology new pro great camera quality super macro work amazing screen resolution pitch perfect would expect one plus battery drain real quick even screen refresh rate lowered assuming fixed new firmware update,5,1
got product work good video one plus phone come big box box consists small box earpbone screen guard etc got small box think something happend misplaced thing,5,-1
good purchase till really liked oxygen o operating smooth lag playing intense game easy handle multitasking rear snapper quite good demerit think front snapper could better artificial lighting condition,5,1
great phone overall best one price camera extremely good fingerprint reader great good face unlock feature make bearable love phone,5,1
writting review month heavy usage glad sold samsung note got exceptional performance parameter complete package thing would recommend bus c port mm converter try one wayona one plus one official website,5,1
love color beeing former one plus user happy product problem vry good bad hate love admire envy u r bad oneplussssssssssss,5,1
used iphone previously wan na go simply due phone space issue one plus first one plus phone however impressed look feel good display superb however fingerprint scanner camera two thing far better previous phone also phone performance term speed good,3,1
good bug screen guard scarcity costly market performance much great great stock android experience good sound quality experience great much worth price,3,1
love phone phone battery sucker maybe firmware update soon fix issue say switch hz increase battery life really take feel phone im gaming phone bottom heat charging using,5,1
amazing experience overall good phone except charging drain fast big one thing headphone jack hv buy converter listen else bluetooth headphone c type headphone worst part,5,1
pro gaming camera multitasking speed iconic designcons nothingpeople say like circular camera design people look reason bheed se hatke dikhna h lelo enjoying every moment,5,1
best round android phone year using day regret battery life goodthe display crispthe stereo front facing speaker get pretty loudthe thing feel could better fingerprint scanner also camera bump bothered anyway,4,1
excellent product great time device timely update fast fingerprint scanner decent cameralatest processor price cut value money best deal k,5,1
expecting device flagship level disappointed camera battery life half hour hz mobile data hour wifi quite disappointing camera also average earlier using mia instance mia better though display good,3,-1
finger printer sencer work excelentcamera quality goodbattery life good expected still better,4,1
everything phone good great well fingerprint unlocks phone faster quality camera soo good battery life easily run one full day kind usage handset next day one hour charge good go another thing mention haptic feedback new engine make device feel soo premium hand,5,1
fingerprint reader greatcamera rear camera awesome front camera quality expectedbattery life decent battery lifeperformance great performance like mobileinternet speed great mobile hotspot comparing previous oneplus model,4,1
good phone smooth touch issue faced till date except fingerprint lock slow camera awesome performance wise fast,5,1
long surf net finally chosen one week usage mobile smooth proud morning full charge till next morning sometime dropping using vodefone network net speed awesome vibration gentle screen crystal clear interior designer good take clear shot n k video project,5,1
op customer last year happy upgrading beast op loving product design camera everything thank oneplus,5,1
screen beautiful fluid want keep looking battery drain faster op charge even faster gaming awesome sound quality world camera ok different mode,4,1
amazing phone really great software experience camera really great stuff mobile photographer really enjoyed gaining phone call duty mobile pubg breeze peak setting definite buy indeed geek,5,1
camera portrait mode blurry sharpness good camera mobile macro mode comedy hang problem occasionally,2,1
product good felt shoe display got damged drop test video true ask phone amazing featured phine,3,1
lightning fast fingerprintcamera okay good compare iphonebateery life also good charge like warp min better part phone display brightness also smoothy touch experience slim stylish also buy krecommend higher budget go pro,5,1
nothing great battery suck charge twice day normal usage oneplus way better disappointed purchase waste money,4,1
one plus wow phone fingerprint sensor face scanner everything awesome battery life could better given atleast mah battery,5,1
really beast first oneplus mobile love warp charge super fast processor go guyz,5,1
blessing need buy best series phone ever buy must say best brand beatifull price feel proud using using brand since came market whole family trust brand guess go one plus team wish sponser one phone really happy,5,1
simple word long journey oneplus one awesome mobile oneplus ti took snap see directly ic number used micro lense capture clearly show circuit,5,1
got one speaker problem asked replacement microphone also problem,1,0
phone performs great snapdragon hz amoled display everthing lot smoother compared normal hz displaycamera quality amazing especially macro mode attached image charging super fast battery life could better,5,1
oneplus best device available price range amazing feature received great condition faced issue far working ultra fast smooth battery life amazing last day normal use gaming experience also vey nice camera quality amazing,5,1
per specification phone value money however read tech spec somewhere record fps video slow motion recording max fps flicker lot hope software upgrade needed improve give competition samsungs note phone,4,-1
well complete package stock camera pretty impressive highlight super macro mode scape mode hz refresh rate smoothens scrolling experience time draining juice charging rate pretty insane value buck loving oxygen o first experience oneplus loving,5,1
phone blow away speed upgraded oneplus x continue fan oxygenos oneplus phone ui buttery smooth experience unbelievable price phone truly flagship killer rather flagship phone hesitation recommending phone,5,1
first one plus series mobile extremely happy amazing touch screen great camera screen resolution give theatrical experience dolby atom sound quality immensely surprising worth buying great price deal awesome,5,1
oneplus excellence peak awesome device hz make difference oxygen o better google experience best android phone buy price could better oneplus slogan flagship killer waiting,5,1
one flagship quality offering oneplus feature op pro le pop camera really loving display audio output camera quality speed device mind blowing update battery otherwise perfect device,5,1
display vibrant camera decent way back body blue color shine day light feel premium battery backup better last whole day moderate usage even battery drain w charging plus point performance excellent overall phone awesome price range better samsung flagship phone,5,1
thought great wasteno straight one plus hyped product extension oppo never match level samsung make feel like really cheapnote plus better option,2,1
good phone everything mentioned manufacturer work perfectly love way charge min watch movie battery last one full day two movie easily watched still battery left overall good product,5,1
using op one n amazing phone go way beyond sturdy oxygen o superb camera quality awesomely smooth performance op delivers promise,5,1
fingerprint reader quite impressive phone get blank sometimes multitasking especially camera go gallery camera return quite disappointing oneplus user oneplus,2,1
battery life regular usage without wifi connection last longer day heavy user required least twice day charging get chy quickly camera quality excellent overall good gadget,4,1
oneplus far better poor camera quality lot bug,3,1
phone handy decent battery life easily last long enough heavy day also charge superfast around half hour camera brilliant take good clarity picture even night time overall good experiance thank one plus complete paisa vasool,5,1
phone special place heart gifted world phone superb android snapdragon make real smooth camera outstanding way make day great,5,1
bought wife pixel xl owner satisfied buying oneplus great hardware dare say great feature software pixel never offerbest phone actually kind hardware google come pixel xl best value money,5,1
good except camera oil paste effect sure whether really focus camera driver front improvise would great device,4,1
mobile little bit dirt screen fingerprint mark camera sure since new unit anyhow switched surprised see vertical line left side display immediately packed back called amazon technician visit course action decided,1,1
best mobile phone market bang buck go using week become biggest fan one plus purchase refer friend one plus amazing fluid display phone look like kid front beast comparison including iphones,5,1
everything mobile absolutely awesome,5,1
oneplus good phone performance great area could better camera quality battery life think oneplus selling phone little high price anybody looking phone near stock android great performance premium quality fast software update phone go,4,1
like camera quality superb refresh rate make phone super fast fingerprint sensor superb face unlock also good warp charger beat everyone dislike battery poor use phone continuously battery drained around percent acceptable,4,1
best representative android platform one best hardware software co existence android phone market get oneplus family wagon regret,5,1
bought phone giving amazing experience sometime set started getting hanged freeze screen sometime problem previous handset huawie mate pro overall pretty much happy experience one plus definitely recommend others,5,1
perfect one willing spend grand phone trust buy oneplus smartphone year icing cake best value price compared grand phone,5,1
reviewing one day useit feel fastest android phone evergood camera qualityoverall good battery negative point warp charge quick u cant imagine hz display buttrey smoothgood heptic vibrationoxygen o always lovesd unbeatablein price segment beast,5,1
better product oneplus liked phone using certain thing phone battery drain continuous usage good thing given warp charge recharge battery quickly sometimes get heated browse longtime thing phone overcome maybe future,5,1
got everything want best class cam best class ui bloatfree best class display hdr plus super steerio speaker better pro haptic feedback motor conwide ancle camera goodselfie camera utter wasteand hearing wile charging upto degreeand battery helath downing fast,5,1
performance unparalleled camera performance hit miss feel good hand speaker good tpu case get yellowish pretty quickly applied plastic screen guard take hairline scratch soon u start using charging really quick bloat uninstall silver back dark,4,1
oneplus rock always software bug observed hope op team clear camera loved super macro mode real crisp macro shot performance smooth always observed op mobile,5,1
ordered yesterday got delivered within hour hat amazon moreover packing fantastic talking mobile rated display camera battery charging sound quality also excellent since dual front firing speaker dolby atmos,5,1
overall good product missing thing mm headphone jack bought r local store nightscape awesome,5,1
delivey package open received product product fine one plus always bring new innovation every mobile one plus big innovation technology camera quality good hz screen rate big thing give smooth buttery feel round performer,4,1
battery life bummer otherwise bang buck also mm music buff would great show stopper,5,1
second oneplus oneplus used oneplus four year till working decided buy new oneplus improved triple camera hz display beyond expectation price point best mobile imo,5,1
month since using oneplus performance really good would nice type c earphone provided along phone generic earphone mm jack go phone,4,1
camera quantity excellent battery discharging soon sm visible message whatsapp apearing minute service centre available nanded solapur please exchange mobile previously used one plus three year problem new mobile one plus working satisfactory,5,1
amazing phone apple user found worth phone android camera supercool picture captured night damn awesome iphone like selfy pic one plus iphone selfy pic much better battery backup also better charged phone within hour overall happy phone,4,1
awesome mobile high performance cheap range good camera quality especially making video charge min dolby stereo sound effectcons battery life low fond gaming g support camera glass need extra care,5,1
using hz display awesome,5,1
love feel smooth use fingerprint reader face recognition quick camera excellent absolutely love ultra wide lens battery pretty good last entire day usually still left around warp charge make thing much efficient disappointed come earphone adapter,5,1
phone well crafted solid device camera battery display picture quality speed weight phone interface since one collate apps organizing folder overall rating star grab,5,0
battery suck need charge twice dayotherwise camera awesome major upgrade one plus hrz display charm flawless performance overall good buy amazon service crisp usual,5,1
second oneplus mobile first impression bought oneplus battery backupand fastcharge oneplus focuson itmo edto warp charge loved,5,1
phone like beast feature excellentoxygen o relly better iosm disappointed battery life bcz charge phone twice day th warp charge like bolt full charge minn camera best partwide angle portrait ty macro mode better dedicated camera phone,5,1
apart glitch delivery product everything right easily best phone since best feature quickly get charged long stay camera world class sound output handsfree headphone crystal clear purchase money well spent,5,1
love new phone one plus especially hz display give faster smoother experience using camera love new macro mode awesome charger box charge phone half hour con camera meet expected level anyways worthy phone,4,1
mobile best choice purchase battery ok excellent u reacharge provided fast charger minute,5,1
amazing phoneso happy one plus like itcamera quality brilliant back front phone using high processing one one plus beautiful,5,1
camera quality poor battery back uo okbut charge fast wats app crash tym need restart te phone front camera back camera r gud oneplus quality gud poor regret buy,1,-1
switched iphone android considering best option oneplus battery life good phone work almost hour single charge high usage time picture quality good pixellates zoomed click fingerprint reader work fine speed amazing overall good buy,4,1
great phone love camera picture quaility awesome moved iphone one plus happy decision far much value money compared iphone battery life amazing,5,1
camera performance upto mark rest fine battery back premium look stiff good camera disappointed able give good picture many condition photo saturated worth k pricing k suit software sd processor,4,1
worst phone term security hello dear using one plus huge bug found device lock unlock phone unlocking device ask fingerprint sensor touched got unlocked swiping manual code option appear phone simply getting unlocked,1,-1
dispoint bcz headfon charger connect place difficult attached otg time proper connect headfon battery life also poor otherwise good,4,-1
shut take money phone calling love phone since time first hand first oneplus device must say awesome every point view,5,1
battery performance bad camera quality great phone get hot watching minute video battery drain quickly,1,1
must every segment beast mark word,5,0
super phone featuresprosdolby atmos dual speakercamera lensfast chargingconsnothing much oneplus would given ctype heaset price tag,5,1
baap smartphone every segment specification battery life monster even using hz believe speed getting phone question ask answer,5,0
mobile good fast charge work well camera bestcourier service well mobile arrived city date time pm courier handover one day received well courier service,5,1
using phone last day found single issue till felt fingerprint reader bit slow may work missing notification light expected brand like one plus battery seems average charging fast though,4,-1
fingerprint reader fastest around camera great scope improvement battery life respectable overall beast performer fast high end phone,5,1
mobile looking good performing good totally satisfied display clarity sound clarity superb normal usage battery come one half day,5,1
one word absolutely phenomenal got android box oxygen o love one beat display quality class performance camera quality warp charging price range indisplay fingerprint also blazing fast battery life also good totaly worthy give expectation big thumb,5,1
phone absolutely good problem see bluetooth connectivity car connects contact medium anybody else facing faced problem solution good share thank,3,1
fingerprint screen drawback add gesture using back mobile trend saddest part many case work work superfast camera beautiful naturalbattery awesome,4,1
face lock finger print fastcamera good minssuper speed processorreally good experience,5,1
one best phone budget k delivered next day order running smooth best feature camera redmi note pro transition amazing comparative negative point battery life little lesser previous phone,4,1
incredible mobilecamera sound quality mind blowingits sound like listen song booferand camera also good picture quality like dslr amazing featuresif confused iphone one plus buy iphoneoneplus better iphone,5,1
absolute beast got hand superb phone premium built quality class hz display cherry top dad us iphone x believe beast compared screen camera display yes got complete winner winner got say u premium experience winner winner chicken dinner quality display,5,1
brought one plus month back product low quality back cover gorilla glass broked without even falling even used oneplus branded back cover worst product company ready replace item even warranty period worst experience want get replacement,1,-1
actually bought product price within month price got decreased amazon one plus official little bit disappointment overall oneplus really amazing,5,-1
fingerprint reader ok face unlock superfast camera quality best class battery life much good warp charger made thing better charge phone full minute hz display super smoothsound quality wowbest gaming mobile,5,1
camera quality awesome performance also superb display touch response also great battery kind ok good regular user last around hour continuous browsing gaming,5,1
fingerprint fast great faster expected canery need work satisfactory battery life ok hz display drain lil battery need optimize hz function using ai,4,1
smooth easy use concern earphone jack opinion must given bigger battery size problem warp charging really fast nothing complain mobile rating,5,1
mobile good thing liked superb performance great camera quality smooth touch best battery backup seen recent time mobile got full charged hr fast finger print sensor finally satisfied mobile money spent,5,1
kudos lighting fast deliveryphone great maintains legacy onepluscamera good even beat dslr image skill thing missed headphone jack,5,1
performance beastcamera better iphone xrnight mode seriously awesome took photo around pm night mode flash option available night mode since snap look like take pmdisadvantage would headset usage,5,1
proscamera superb warp charging fast o cool everything phone superb consneed charge frequently phone big battery,5,1
device powerhouse best gadget hardcore user equipped latest qualcomm snapdragon chipset hz fluid amoled display hdr support fast smooth refined android based oxygen o fastest indisplay fingerprint sensor regret buying device complete value money,5,1
phone highend spec still hang like anything even latest update issue still camera take much time clicking picture happy overall performance,2,1
beautiful phone fastest android processor fast face unlock screen finger print sensor combined lot memory storage fantastic phone oneplus fast responsive touchscreen pleasure use android interface well designed always fan oneplus,5,1
honest camera poor per price range nokia better optic night mode bogus camera software adjustable battery underperforming set hz hz battery saver u last hr moderate heavy usage rest performance unmatched superfast oxygen o really good,5,1
overall superb device fabulous camera good speaker fabulous warp charge lovely oxygen o ui overall functionality excellent fingerprint reader bit fussy time thing disappointed battery drainage felt like using year old device wherein battery drain time,5,1
one phone true buttery smooth experience beautiful beast got believe hz charm bit disappointed camera esp ultra lens hope one plus update secure delivery amazon,5,1
something share battery life even upto minimum expectation half day battery getting drained opinion way better looking spec phone need charge phone twice day make sense buy high end phone,3,1
using model month approx finger print reader kinda slow compared screen reader good nonetheless camera good adequate lighting although inbuilt camera application tends warm contrast battery life good considering fact running hz,4,1
speed smooth smoother display one fastest charging oxygen o camara cutout make uncomfortable ask think go,5,-1
phone good camera quality great complaint phone guy could atleast provided audio jack connector,4,1
oneplus fan yet another masterpiece keep improving beyond imagination price great job good going,5,1
ordered one plus time diwali got mobile rapid battery drain problem without playing game listening music watch youtube movie applied replacement mobile phone th nov got good version plus user used one plus problem year,4,1
fingerprint reader camera battery charging display processer sound battery back hour mint sometimes felt bad battery backup think wrap charging happy full value money extremely happy,5,1
oneplus great mobile powerful processor ram really love design camera combination oneplus oneplus pro better take one oneplus opinion great mobile hand oneplus one annoying back camera design remaining good,5,1
one clean refined mobile machine display look amazing pouch box well designed protect screen well glossy finish back warp charge fast min charge practical,5,1
overall performance phone good oneplus could used bigger battery considering consumption however positive point getting fast charger box,5,1
great phone upgrading one plus hope oneplus maintain android update like oneplus three major update low light photo need bit work based saw far,5,1
phone nice camera better silicone case delivered along phone turn brown time like around month rest phone nice speed hz display owing fact battery exhaust faster bearable due super fast charging spend amount hard case rest worth,5,1
fab phone battery could better everything great,5,1
nice looking phone gret system phone received receive bullet bluetooth handset mobile back cover please one think free bluetooth handset free mobile cover handset mobile youtube video totally fake,5,1
using new op since three day refinement level excellent superb phone battery last day without serious issue charger crazy fast find little heavier though actually con view personally fan zen mode,5,1
display fantastici tried camera except telephoto lens issue night mode everything else awesomeperformance top notchwould recommend buying,5,1
phone nice would better offer get store service avail phone get problem,4,1
amazing phone battery life need improved exactly behaving like yr old difference make battery life,4,1
doubt one plus one best mobile reasonable price comment mobile brand packaging amazon sent product mark sent k item amazon polly bag really thanks oneplus packaging damage phone,5,1
poorfirst time use hi hanging problemreturn request badi satisfied amzon return policy,1,1
camera best ofcourse pay oxygen o super smooth fastest charger complete work minute draw back average battery life,4,1
within month purchase phone fell sofa impact really much liquid display phone damaged didnt buy insurance pay fixing screen worth please get phone insured planning buy,1,1
hz indisplay fingerprint nice screen body ratio good gaming perf battery could better care w warp,4,1
say oneplus mobile day old feel feature good facing problem shutdown every hour approximately wondered happening support team may help issue replace phone solution problem,1,1
talk performance top notchcamera good price little disappointed low light photography selfie camera good low light battery good outstanding charging speed,5,1
best android phone everything best first oneplus purchase totally madly best thing disappoints even paying good amount give necessity accessory e earphone box connector earphone must boxed together phone boxing,4,1
loved camera simply brilliant photo taken daytime lowtime good loved video quality especially k fpsattaching photo taken phone,5,1
finger print reader fast camera quality awesome battery life medium everything good blindly buy,5,1
using device last day smooth work build quality superb camera bump look like old moto device camera quality awesome love u oneplus one important thing please include c type earphone wireless headphone c type earphone difficult find market ayn,5,1
best smartphone k price range pro finishingqualitylooksram managementenough romflagship processorcamera modulebest skin uisuperfast chargingcons battery drain hoursatleast mah required,5,1
software making problem like closed window still playing music also opening scrolling tube video scrolled screen continuously handing vibrating cm top thingd happened time,5,1
like previous one plus devicescamera good bestbattery good beat wrap chargefingerprint worstsound awesomelagging issuec type jack sucksoverall ok good alsomoney loss,3,1
overall phone great reason behind giving rating star battery life sometimes corrupts picture pic also taken bring spot face human know overall good purchase,4,1
satisfied mobile battery life compaird samsung realme mobile also given complaint service person came bit said everything fine mager issue also redy replace product time booking site replacment product,5,1
good hz screen refresh rate video quality smooth navigation audio quality awesome battery life good bad camera quality good really disappointed oneplus sometime getting heated near rear camera,4,1
iphone user since year really like performance phone fingerprint reader smooth fast camera quality good w charger phone able charge half hour con notification light alert due may miss call notification,5,1
much awaited search phone spec well reputed brand value price awesome phone migrated iphone se lot difference although io android change difficult quite entertained new feature phone awesome camera,5,1
writing review day use design colour nice regarding camera image quality excellent potrait mode good observed slight colour change image oxygen o simple easy use feel smooth experience hz display,5,1
using phone last day getting hanged best technology mentioned getting hanged already time need restart phone bad camera feature good use getting hanged multiple time day,1,1
bought phone th october always issue mobile data connectivity past day also facing call quality issue get make phone call either voice echo person voice echo back caller return window also pls suggest fix,1,-1
using one plus sinse august bought one plus september disappointed hang frequently even also hang taking pic happy feel highly disappointed spending k one plus gb,3,-1
using since week happy good battery backup day camera good heating issue speed performance fantastic dual sim work well overall good phone price also attractive par feature pixel hz,4,1
best oneplus till date used oneplus quality display way ahead earlier oneplus phone,5,1
charged mobile took min reach warp charge tsaying one plus charge min closed plz correct also adapter mark thow get know whether get one plus charger one plus pro charger,4,-1
oneplus promise ad device ad coming every apps open battery quickly drain every day use camera quality ok price high main drawback type c earphone type c headphone jack connecter included oneplus team take review clear issue,4,1
decent phone something keep league ahead specially oneplus used earlier priced properly customer experience oxygen o plus definitely wait op op make sence,3,1
product awesome payment system poor amazon purchased credit card installment giving installment asking go bank application showing scheme cof installment giving reason bank low grade service,1,1
fast smooth awsm experience use phone snappy crispy smooth screen experience high quality camera image pubg game play nice use hdr graphic extreme ftame rate,5,1
perfect premium smartphone justified statement speed uh need hz ultimately smooth fast camera quality good searching budget premium smartphone go superfast one day delivery amazon nicely packed thanks amazon,5,1
excellent budget phone great ui triple camera better amoled display something one plus added earlier model overall great phone bought wife love thanks amazon,5,1
yes happy device feature well really fluid display finger print scanner slightly lower side still physical fingerprint sensor fast accurate otherwise feature using experience great love use semi flagship device,5,1
amazingly fast support dual volta amazing camera quality super marro mode amazing battery backup little le go upto till pm single charge however warp charge super amazingly fast,5,1
macromode camera shoot blurred image heating issue camera quality per expectation go samsung purchasing camera quality,1,0
using almost day feedback product camera get hanged everytime open hence use camera last day battery last hour minimum usage request refund replacement feedback one plus,1,0
camera somewhat satisfying taking pic x zoom even battery like whats earlier one till working use charge fone twice morning evening although us mostly whatsapp messaging n call normal call,4,1
purchased could go wrong best class best smartphone available market,5,1
pro hz display awesome snapdragon superfast charging using phone also fast fingerprint fluid amoled display best gameplay experience evercons sometime ambient display working properly slightly heat protection needed hz battery consume usual,5,1
phone working perfectfingerprint reader awesomecamera quality starbattery got phone rd nov n per use satisfied battery life although get charged min mah battery need work tagline never settle,4,1
rd one plus home fan since model would recommend one fond performance photographer yes gamers great job onrplus,5,1
u use phone hz referesh ratio u go back using traditional hz refresh ratio phone iphone come near smoothness battery life also teriffic camera awesome,5,1
year using iphone happy purchased phone people view phone attaching pic watsapp got hanged hard boot device hardboot working fine happy type hang stuff,4,1
full review pro sbrilliant display hz display work brilliant speaker good con scamera best lot glitch oxygen osbattery ok,5,1
best mobile price oneplus offering feature iphone best camera great video stability wrap change charge mobile within minute look great fell weight le massive display buttery smooth operation,5,1
phone impressive however battery worst oneplus need realize phone need least mah battery give user chance make use feature given,1,-1
really slow udf ui paid lesser attention detail used lot earlier limited amount customisation user back button screen edge swiping extremely poor typing personally camera circular camera module nice,3,-1
great smartphone overall department except battery life issue average battery life,4,1
smooth flawless high configuration size bit bigger good one single hand operation,5,1
huge fan oneplus started oneplus best smartphone amazing speed build quality feature loving thanks amazon one plus,5,1
auto brightness working properly screen fingerprint reader working time hang time weight balance proper back heavy weight camara,2,-1
good phone honestly loved lot heating issue initially update look like fixed overall one plus never disappoints,5,1
received beast yesterday phone cool good many wer saying con abt battery life lasting day security feature like fingerprint face lock quiet fast compare phone used feature like camera game update detail one week time,5,1
goodphone speaker good,1,1
phone really good price bracket surely coming io difference would yeah everything pretty good awesome job oneplus price could around k could steal deal,5,1
comparison one plus phone phone market using one plus since last year amazing phone one plus added family highly recommended,5,1
speechless camera quality left spellbound mean first product oneplus using must say phone awesome looking pocket friendly good phone must go oneplus great invention,5,1
facing problem phone get hanged contacted amazon team delivered product late closed window exchange plz buy amazon delivery partner horrible help u ur late one day also,2,-1
lagging finger print readercamera goodbattery backup awesomeoverall good package,5,1
thing would haunt u battery battery life simply suck used two oneplus t terrible battery life also camera good k phone otherwise phone beast term performance classic n premium looking phone also miss mm jack,4,-1
one hell updated oneplus version nice camerasmooth performancesuperfast chargingawesome gaming experience,5,1
review writing month use first display battery worst previous model also made replacement first unit due display issue second unit much still display issue like green tint colour issue low light,4,-1
nice phone fast delivery,5,1
another great phone one plus dash charged amplified warp charge faster best part camera rocker,5,1
